OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
9320,1447934,0999,11,HOMICIDE,664/187(A) ATTEMPTED HOMICIDE,6,6B,1421,2020/04/08 16:45:00+00
9321,1447935,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1041,2020/03/30 00:46:00+00
9322,1447936,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1396,2020/04/01 02:33:00+00
9323,1447938,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,3,3A,0715,2020/04/08 14:41:00+00
9324,1447939,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0746,2020/03/31 18:07:00+00
9325,1447940,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0136,2020/03/31 21:26:00+00
9326,1447941,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0222,2020/04/01 04:46:00+00
9327,1447942,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,4,4A,0905,2020/04/09 00:45:00+00
9328,1447944,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1142,2020/04/09 13:00:00+00
9329,1447945,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3M,0732,2020/04/01 03:39:00+00
9330,1447946,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1086,2020/04/04 19:02:00+00
9331,1447947,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0523,2020/03/31 17:35:00+00
9332,1447948,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,3,3A,0725,2020/04/08 11:42:00+00
9333,1447949,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0851,2020/04/09 01:00:00+00
9334,1447950,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0701,2020/03/31 15:13:00+00
9335,1447951,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,1427,2020/04/06 04:59:00+00
9336,1447952,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0766,2020/04/07 04:39:00+00
9337,1447953,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,0898,2020/04/03 00:54:00+00
9338,1447954,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4A,1201,2020/04/02 21:19:00+00
9339,1447955,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0563,2020/04/02 16:30:00+00
9340,1447956,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0544,2020/04/02 17:31:00+00
9341,1447957,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0216,2020/04/03 06:33:00+00
9342,1447959,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0216,2020/04/03 06:38:00+00
9343,1447960,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0216,2020/04/03 07:47:00+00
9344,1447961,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0216,2020/04/03 08:07:00+00
9345,1447962,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0216,2020/04/03 08:40:00+00
9346,1447963,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0216,2020/04/03 08:41:00+00
9347,1447964,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0216,2020/04/03 08:43:00+00
9348,1447966,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0563,2020/04/03 15:02:00+00
9349,1447967,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0527,2020/04/04 01:47:00+00
9350,1447969,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0723,2020/04/02 21:19:00+00
9351,1447970,5212,72,WEAPON OFFENSE,25850(C)(3) LOADED GUN GANG,6,6A,1041,2020/04/09 06:01:00+00
9352,1447971,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0772,2020/03/31 17:15:00+00
9353,1447972,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,4,4C,1225,2020/01/20 04:47:00+00
9354,1447975,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,0766,2020/03/31 13:20:00+00
9355,1447976,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,0552,2020/03/31 18:27:00+00
9356,1447977,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0423,2020/03/30 19:00:00+00
9357,1447978,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,0888,2020/04/01 03:45:00+00
9358,1447979,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0475,2020/03/30 07:00:00+00
9359,1447980,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0412,2020/04/09 03:12:00+00
9360,1447981,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0703,2020/03/27 22:00:00+00
9361,1447982,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1443,2020/03/28 02:00:00+00
9362,1447983,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5C,1623,2020/03/31 22:00:00+00
9363,1447984,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0235,2020/03/26 16:05:00+00
9364,1447985,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1402,2020/03/28 23:55:00+00
9365,1447986,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0926,2020/04/01 06:00:00+00
9366,1447988,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1262,2020/03/29 18:56:00+00
9367,1447991,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0745,2020/03/29 20:30:00+00
9368,1447993,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,5,5A,1391,2020/03/30 19:15:00+00
9369,1447994,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0744,2020/04/06 04:35:00+00
9370,1447997,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0515,2020/04/01 06:30:00+00
9371,1448007,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6C,1131,2020/03/17 16:10:00+00
9372,1448009,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,0978,2020/03/25 02:00:00+00
9373,1448011,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,3,3A,0774,2020/03/19 18:00:00+00
9374,1448012,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0123,2020/04/04 23:15:00+00
9375,1448013,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1146,2020/03/04 07:00:00+00
9376,1448015,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0302,2020/03/21 22:44:00+00
9377,1448018,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4A,0965,2020/04/09 03:37:00+00
9378,1448021,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1146,2020/03/11 14:14:00+00
9379,1448022,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1146,2020/03/10 12:53:00+00
9380,1448023,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,0744,2020/04/04 00:30:00+00
9381,1448024,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,0440,2020/04/04 08:00:00+00
9382,1448028,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0564,2020/04/02 21:56:00+00
9383,1448029,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0741,2020/04/08 15:07:00+00
9384,1448030,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0306,2020/04/02 11:00:00+00
9385,1448031,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,2,2B,0525,2020/04/02 20:50:00+00
9386,1448032,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4C,1295,2020/03/27 21:40:00+00
9387,1448034,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0856,2020/03/11 16:25:00+00
9388,1448035,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4A,0906,2020/04/04 06:00:00+00
9389,1448037,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2020/04/05 02:41:00+00
9390,1448039,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,1058,2020/04/06 19:00:00+00
9391,1448040,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0411,2020/03/13 15:02:00+00
9392,1448041,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1113,2020/03/25 07:00:00+00
9393,1448043,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0478,2020/04/08 14:15:00+00
9394,1448044,2999,34,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,6,6A,1031,2020/03/30 18:33:00+00
9395,1448045,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0908,2020/04/08 07:00:00+00
9396,1448049,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1604,2020/03/27 19:30:00+00
9397,1448050,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,0841,2020/03/31 15:00:00+00
9398,1448051,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4B,0976,2020/04/02 10:30:00+00
9399,1448052,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,0955,2020/04/02 06:00:00+00
9400,1448053,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6C,1424,2020/04/02 09:00:00+00
9401,1448054,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1B,0475,2020/04/03 05:00:00+00
9402,1448056,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5C,1647,2020/04/03 23:51:00+00
9403,1448057,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,5,5B,1399,2020/04/08 16:01:00+00
9404,1448059,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0853,2020/04/04 15:30:00+00
9405,1448060,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0746,2020/04/03 23:00:00+00
9406,1448061,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6B,1401,2020/04/04 20:09:00+00
9407,1448062,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1422,2020/04/08 15:00:00+00
9408,1448063,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,6,6B,1401,2020/04/04 21:08:00+00
9409,1448064,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0327,2020/03/28 12:16:00+00
9410,1448065,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6A,1041,2020/04/05 13:20:00+00
9411,1448066,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0738,2020/04/05 18:05:00+00
9412,1448067,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0421,2020/04/05 02:00:00+00
9413,1448069,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1275,2020/04/04 22:00:00+00
9414,1448070,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0411,2020/04/05 16:00:00+00
9415,1448073,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0545,2020/04/06 12:00:00+00
9416,1448074,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,0567,2020/04/07 16:09:00+00
9417,1448078,5299,139,WEAPON OFFENSE,22810(A) FEL POSS TEARGAS-MISD,6,6B,1064,2020/04/08 22:10:00+00
9418,1448079,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1C,0429,2020/04/06 14:59:00+00
9419,1448080,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3M,0744,2020/04/09 00:15:00+00
9420,1448085,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,1,1B,0422,2020/04/09 02:35:00+00
9421,1448086,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1A,0307,2020/04/06 16:33:00+00
9422,1448087,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1503,2020/04/03 22:30:00+00
9423,1448091,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,0787,2020/04/09 02:43:00+00
9424,1448093,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0741,2020/04/06 18:04:00+00
9425,1448094,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,3,3B,0748,2020/04/09 07:15:00+00
9426,1448095,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6A,1031,2020/04/06 19:28:00+00
9427,1448097,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1359,2020/03/23 04:30:00+00
9428,1448105,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0718,2020/04/06 21:30:00+00
9429,1448107,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,3,3A,0775,2020/04/07 00:32:00+00
9430,1448108,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4B,0969,2020/04/08 13:50:00+00
9431,1448109,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0725,2020/04/07 00:25:00+00
9432,1448114,5707,0,PRIVACY,602 PC TRESPASS,4,4A,0965,2020/04/07 02:45:00+00
9433,1448115,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1369,2020/04/07 03:01:00+00
9434,1448125,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0620,2020/04/08 17:59:00+00
9435,1448126,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2C,0603,2020/04/08 18:13:00+00
9436,1448127,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1081,2020/04/09 06:19:00+00
9437,1448128,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,3,3A,0725,2020/04/09 10:08:00+00
9438,1448129,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5C,1606,2020/04/09 11:13:00+00
9439,1448130,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1132,2020/04/09 16:36:00+00
9440,1448131,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1603,2020/04/06 09:30:00+00
9441,1448132,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,3,3A,0775,2020/04/09 13:40:00+00
9442,1448134,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4C,1278,2020/04/09 20:27:00+00
9443,1448135,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4B,0986,2020/04/09 18:25:00+00
9444,1448136,5707,0,PRIVACY,602 PC TRESPASS,5,5A,1391,2020/04/09 22:22:00+00
9445,1448140,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0212,2020/04/10 00:45:00+00
9446,1448145,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0403,2020/04/02 09:30:00+00
9447,1448146,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1331,2020/04/09 13:00:00+00
9448,1448147,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0302,2020/04/09 03:00:00+00
9449,1448148,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0568,2020/04/09 12:59:00+00
9450,1448151,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0851,2020/04/09 16:46:00+00
9451,1448158,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5A,1384,2020/04/09 05:45:00+00
9452,1448159,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1503,2020/04/08 23:00:00+00
9453,1448161,5212,69,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-M,2,2C,0606,2020/04/09 04:20:00+00
9454,1448163,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1278,2020/04/06 19:00:00+00
9455,1448164,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2B,0531,2020/04/09 03:33:00+00
9456,1448172,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0606,2020/04/08 22:47:00+00
9457,1448174,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,5,5B,1358,2020/04/08 22:23:00+00
9458,1448177,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5B,1602,2020/04/07 15:00:00+00
9459,1448179,2308,3,THEFT,488 PC PETTY THEFT,4,4A,0905,2020/04/09 23:44:00+00
9460,1448180,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,5,5B,1369,2020/04/10 00:17:00+00
9461,1448181,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1409,2020/03/12 02:25:00+00
9462,1448182,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0542,2020/04/10 12:10:00+00
9463,1448183,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1623,2020/03/27 02:11:00+00
9464,1448184,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1644,2020/04/05 05:08:00+00
9465,1448185,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,0958,2020/04/07 00:50:00+00
9466,1448186,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4B,0969,2020/04/07 21:41:00+00
9467,1448187,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,5,5A,1396,2020/04/08 02:47:00+00
9468,1448190,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0785,2020/04/09 22:00:00+00
9469,1448202,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4A,0957,2020/04/07 07:35:00+00
9470,1448203,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,1,1A,0308,2020/04/10 03:57:00+00
9471,1448204,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,5,5A,1361,2020/04/03 22:38:00+00
9472,1448205,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0401,2020/04/10 01:00:00+00
9473,1448216,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0955,2020/04/05 18:00:00+00
9474,1448217,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0701,2020/04/10 00:31:00+00
9475,1448218,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1C,0407,2020/04/10 00:48:00+00
9476,1448219,2404,12,AUTO THEFT,10855 VC LSE/RENT NOT RETURNED,2,2C,0605,2020/03/28 19:00:00+00
9477,1448220,2404,12,AUTO THEFT,10855 VC LSE/RENT NOT RETURNED,2,2C,0605,2020/04/07 19:00:00+00
9478,1448221,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,2,2C,0567,2020/04/08 00:28:00+00
9479,1448231,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,6,6D,0841,2020/04/09 21:31:00+00
9480,1448232,5309,02,PUBLIC PEACE,653X(A) MISUSE 911 EMERGENCY,6,6B,1064,2020/04/10 11:12:00+00
9481,1448233,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,6,6A,1042,2020/04/10 06:56:00+00
9482,1448239,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0605,2020/04/10 03:00:00+00
9483,1448243,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2B,0564,2020/04/10 01:24:00+00
9484,1448249,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,UI,2020/04/10 04:37:00+00
9485,1448250,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5B,1602,2020/04/10 05:20:00+00
9486,1448251,5202,13,WEAPON OFFENSE,25400(A)(2) CCW ON PERSON-FEL,6,6A,1042,2020/04/10 08:44:00+00
9487,1448252,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,3,3A,0776,2020/04/10 14:04:00+00
9488,1448253,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,6,6C,1133,2020/04/10 16:38:00+00
9489,1448254,5299,134,WEAPON OFFENSE,22810(G)(1) ILL USE TEARGAS,3,3A,0706,2020/04/10 17:37:00+00
9490,1448255,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0237,2020/04/05 03:00:00+00
9491,1448258,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0748,2020/04/10 22:00:00+00
9492,1448264,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0606,2020/04/07 17:49:00+00
9493,1448265,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0625,2020/04/07 20:33:00+00
9494,1448267,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0222,2020/04/08 00:00:00+00
9495,1448272,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,5,5A,1503,2020/04/08 02:22:00+00
9496,1448273,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,2,2B,0526,2020/04/11 02:43:00+00
9497,1448275,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0525,2020/04/10 20:05:00+00
9498,1448276,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,4,4B,1356,2020/04/08 05:16:00+00
9499,1448277,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1015,2020/04/07 23:47:00+00
9500,1448278,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,0449,2020/04/08 03:20:00+00
9501,1448280,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,UI,UI,UI,2020/04/08 08:42:00+00
9502,1448282,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,1,1A,0123,2020/04/08 02:29:00+00
9503,1448289,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1B,0412,2020/04/10 08:12:00+00
9504,1448290,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,0908,2020/04/10 22:26:00+00
9505,1448292,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0705,2020/04/10 21:30:00+00
9506,1448293,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0116,2020/04/11 01:57:00+00
9507,1448295,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,5,5B,1359,2020/04/11 04:10:00+00
9508,1448296,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1086,2020/04/11 06:22:00+00
9509,1448299,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0708,2020/03/01 05:50:00+00
9510,1448301,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,6,6E,1101,2020/04/02 18:29:00+00
9511,1448303,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0344,2020/04/03 00:46:00+00
9512,1448305,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0841,2020/03/17 02:45:00+00
9513,1448306,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0841,2020/04/01 21:57:00+00
9514,1448307,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6A,1042,2020/04/08 06:41:00+00
9515,1448308,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5C,1654,2020/04/07 22:00:00+00
9516,1448309,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1054,2020/04/08 15:31:00+00
9517,1448310,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1146,2020/04/08 15:38:00+00
9518,1448314,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,6,6A,1014,2020/04/08 20:05:00+00
9519,1448318,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6E,0898,2020/04/08 23:13:00+00
9520,1448319,5214,10,WEAPON OFFENSE,27545 UNLICENSED SALE OF GUN,2,2A,0505,2020/04/09 01:03:00+00
9521,1448320,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6A,1013,2020/04/02 06:55:00+00
9522,1448321,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1084,2020/04/02 09:00:00+00
9523,1448322,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1356,2020/04/11 04:00:00+00
9524,1448323,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0473,2020/04/11 02:00:00+00
9525,1448324,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1247,2020/04/02 04:00:00+00
9526,1448325,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0233,2020/04/03 23:00:00+00
9527,1448326,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4B,1356,2020/04/03 09:00:00+00
9528,1448327,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5B,1621,2020/02/02 01:30:00+00
9529,1448328,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0116,2020/04/03 22:05:00+00
9530,1448330,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0123,2020/04/02 04:00:00+00
9531,1448331,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0123,2020/04/03 04:15:00+00
9532,1448332,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0423,2020/04/11 02:00:00+00
9533,1448333,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1113,2020/04/04 01:00:00+00
9534,1448334,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0906,2020/04/04 03:15:00+00
9535,1448336,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0424,2020/04/05 02:00:00+00
9536,1448342,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0563,2020/04/03 17:56:00+00
9537,1448347,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0906,2020/04/04 05:20:00+00
9538,1448352,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0411,2020/04/04 07:10:00+00
9539,1448353,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0136,2020/04/04 01:00:00+00
9540,1448354,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,1,1C,0429,2020/04/10 11:34:00+00
9541,1448356,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4A,0903,2020/04/04 23:15:00+00
9542,1448357,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0909,2020/04/10 22:00:00+00
9543,1448358,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1369,2020/04/04 20:11:00+00
