FID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
9773,1021739,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1261,2014/04/07 18:30:00
9774,1021741,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,1225,2014/04/06 08:00:00
9775,1021742,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0748,2014/04/06 03:20:00
9776,1021743,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0706,2014/04/02 04:18:00
9777,1021745,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0888,2014/04/03 18:00:00
9778,1021747,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0835,2014/04/01 15:59:59
9779,1021749,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1113,2014/04/05 21:59:59
9780,1021750,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1B,0442,2014/04/07 15:45:00
9781,1021751,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,2,2B,0551,2014/04/11 08:28:00
9782,1021752,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1058,2014/04/05 12:49:59
9783,1021753,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1259,2014/04/07 09:59:59
9784,1021756,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0832,2014/04/06 09:10:00
9785,1021839,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0871,2014/04/06 09:00:00
9786,1021976,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0444,2014/01/19 07:44:59
9787,1021910,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0825,2014/04/10 13:05:00
9788,1021840,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1604,2014/04/07 06:59:59
9789,1021978,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0717,2014/04/09 22:09:59
9790,1021911,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0744,2014/04/11 07:30:00
9791,1021842,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0746,2014/03/20 15:14:59
9792,1021980,2604,4,FRAUD,530 PC FALSE PERS. REC PROP,1,1A,0307,2014/04/11 21:59:59
9793,1021912,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1286,2014/04/05 01:40:00
9794,1021913,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0745,2014/03/23 09:00:00
9795,1021914,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0728,2014/04/10 09:23:00
9796,1021915,5311,53,PUBLIC PEACE,647(F) DIP/REPEAT OFF 647D(B),3,3M,0745,2014/04/10 19:14:00
9797,1021922,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0725,2014/02/08 09:59:59
9798,1021925,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0626,2014/04/11 03:30:00
9799,1021927,5212,24,WEAPONS,12022.1 PC COMMIT FEL ON BAIL,3,3M,0742,2014/04/11 09:07:00
9800,1021928,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/07 00:59:59
9801,1021929,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/06 00:59:59
9802,1021931,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/04 00:59:59
9803,1021932,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/01 21:59:59
9804,1021933,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/01/31 00:59:59
9805,1021934,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/01/30 00:59:59
9806,1021936,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0563,2014/04/10 20:10:00
9807,1021938,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1646,2014/04/11 19:15:00
9808,1021939,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/19 00:59:59
9809,1021940,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/18 00:59:59
9810,1021941,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/14 00:59:59
9811,1021942,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0763,2014/04/04 15:00:00
9812,1021943,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0737,2014/04/05 14:39:59
9813,1021944,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/20 00:59:59
9814,1021945,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,1102,2014/04/11 01:30:00
9815,1021946,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1121,2014/04/11 14:55:00
9816,1021947,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,0823,2014/04/11 07:15:00
9817,1021949,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/13 00:00:00
9818,1021951,7399,98,SAC CITY CODE,12.52.040(A) STOR PER PROP-PUB,3,3B,0768,2014/04/11 18:16:00
9819,1021952,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/04 00:59:59
9820,1021953,5499,452,TRAFFIC,14601.2(A) SUSP LIC-DUI CONVCT,4,4B,1356,2014/04/11 16:44:59
9821,1021954,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/01 21:59:59
9822,1021955,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0726,2014/04/10 15:59:59
9823,1021956,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/07 00:59:59
9824,1021957,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/14 00:00:00
9825,1021958,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/06 00:59:59
9826,1021959,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/25 00:59:59
9827,1021960,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/22 21:59:59
9828,1021961,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,1356,2014/04/11 08:19:59
9829,1021962,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0878,2014/04/11 18:00:00
9830,1021847,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,2,2A,0505,2014/02/23 20:00:00
9831,1021993,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0226,2014/04/12 01:38:59
9832,1021851,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0905,2014/03/26 23:52:59
9833,1021853,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1637,2014/04/04 07:40:00
9834,1021995,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0734,2014/04/11 23:45:59
9835,1021854,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0110,2014/04/08 18:30:00
9836,1021996,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,3,3M,0742,2014/04/11 23:21:00
9837,1021856,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/12 00:59:59
9838,1021857,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/11 00:59:59
9839,1021999,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,5,5A,1502,2014/04/11 15:48:00
9840,1021859,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/11 00:59:59
9841,1022001,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,1,1B,0435,2014/04/10 23:06:00
9842,1021860,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/08 21:59:59
9843,1022002,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0616,2014/04/06 01:30:00
9844,1021862,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/13 00:59:59
9845,1022005,2099,2,ARSON,451(B) PC ARSON OF INHAB STRUC,2,2B,0563,2014/04/09 20:58:59
9846,1022007,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1A,0337,2014/04/09 19:28:00
9847,1022008,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6A,1061,2014/04/09 23:29:59
9848,1022014,3599,43,NARCOTICS,11532(A)HS LOITER DRG ACTIVITY,3,3A,0715,2014/04/10 20:02:00
9849,1022016,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0337,2014/04/11 03:14:59
9850,1022018,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6C,1443,2014/04/11 07:01:00
9851,1022020,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2A,0514,2014/04/11 23:45:00
9852,1022021,3532,0,DANGEROUS DRUG,11350(A)HS POSS CNTRL SUBST,2,2B,0564,2014/04/12 01:31:00
9853,1022023,3522,11,NARCOTIC,11351 HS POSS/SALE OPIATE/NARC,6,6A,1081,2014/04/11 01:24:00
9854,1022024,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4B,0988,2014/04/11 22:47:00
9855,1022025,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,3,3M,0732,2014/04/11 08:15:00
9856,1022026,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,1056,2014/04/11 06:00:00
9857,1022028,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,3,3A,0715,2014/04/10 17:48:00
9858,1022031,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0558,2014/04/11 15:35:00
9859,1022034,3560,1,NARCOTICS,11359 HS POSS FOR SALE MARIJ,2,2B,0543,2014/04/11 01:40:00
9860,1022035,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,1,1B,0435,2014/04/11 06:45:00
9861,1022036,5202,12,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-MIS,1,1B,0444,2014/04/12 03:51:00
9862,1022039,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0525,2014/04/11 01:15:00
9863,1022040,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0514,2014/04/11 16:05:59
9864,1022046,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6D,1116,2014/04/11 19:30:00
9865,1022060,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2C,0558,2014/04/11 08:42:00
9866,1022061,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,6,6B,1007,2014/04/11 20:34:00
9867,1022062,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,UI,UI,UI,2014/04/12 05:00:00
9868,1022063,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,0969,2014/04/12 00:40:00
9869,1022064,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,0509,2014/04/12 01:47:00
9870,1022065,5499,41,TRAFFIC,12500(A) UNLICENSED DRIVER,UI,UI,UI,2014/04/12 02:21:00
9871,1022066,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,6,6C,1142,2014/04/12 05:06:00
9872,1022067,3532,0,DANGEROUS DRUG,11350(A)HS POSS CNTRL SUBST,3,3M,0742,2014/04/12 07:25:59
9873,1022068,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3A,0709,2014/04/12 08:23:00
9874,1022074,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0223,2014/04/10 03:01:59
9875,1022075,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0513,2014/04/10 00:55:00
9876,1022178,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6D,1101,2014/04/12 03:36:00
9877,1022076,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0556,2014/03/24 17:42:59
9878,1022077,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0784,2014/04/10 01:11:00
9879,1022179,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0525,2014/04/12 11:07:59
9880,1021863,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/02/08 00:59:59
9881,1022078,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4A,0906,2014/04/09 17:32:59
9882,1022184,5404,16,TRAFFIC,23152(E) DUI DRUGS,3,3A,0704,2014/04/12 21:56:00
9883,1021865,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6D,0843,2014/04/09 07:05:00
9884,1022079,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,5,5B,1618,2014/04/12 04:21:59
9885,1022185,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,5,5A,1506,2014/04/12 01:14:00
9886,1021867,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5B,1604,2014/04/08 17:19:59
9887,1022080,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1363,2014/04/10 20:58:59
9888,1022187,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6B,1007,2014/04/11 18:13:00
9889,1021868,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6A,1031,2014/04/04 21:59:59
9890,1022083,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1251,2014/04/12 07:01:00
9891,1022189,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1136,2014/04/09 19:34:59
9892,1021869,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1019,2014/04/11 17:00:00
9893,1022084,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0515,2014/04/09 00:24:59
9894,1022191,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,4,4A,0937,2014/04/08 22:21:00
9895,1021870,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5C,1647,2014/04/06 04:44:59
9896,1021871,2604,43,FRAUD,530.5(A) GET CRED W/OTH ID-MIS,3,3A,0764,2014/03/07 08:00:00
9897,1021872,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0473,2014/04/07 22:30:00
9898,1021873,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1422,2014/04/08 06:30:00
9899,1021874,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0728,2014/04/09 05:00:00
9900,1021875,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1B,0442,2014/04/09 00:10:00
9901,1021878,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0917,2014/04/06 07:30:00
9902,1021879,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1311,2014/04/10 02:00:00
9903,1021880,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3A,0784,2014/04/10 02:50:00
9904,1021881,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5C,1654,2014/04/06 03:00:00
9905,1021882,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,0106,2014/04/09 06:00:00
9906,1021883,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0776,2014/03/02 03:59:59
9907,1021884,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1443,2014/04/11 04:30:00
9908,1021885,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0543,2014/04/10 03:59:59
9909,1021886,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0313,2014/04/09 19:30:00
9910,1021887,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0853,2014/04/07 19:50:00
9911,1021889,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1C,0419,2014/04/02 01:40:00
9912,1021890,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0725,2014/03/30 23:00:00
9913,1021891,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/12 00:00:00
9914,1021892,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0732,2014/04/08 18:59:59
9915,1022085,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,UI,UI,UI,2014/04/12 06:01:59
9916,1022192,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1A,0338,2014/04/08 22:21:00
9917,1022086,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,4,4A,0918,2014/04/12 07:44:00
9918,1022193,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1B,0401,2014/04/09 00:13:00
9919,1022194,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0307,2014/04/09 02:23:59
9920,1022088,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5C,1644,2014/04/10 01:30:00
9921,1022196,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1A,0136,2014/04/09 05:39:00
9922,1022197,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0715,2014/04/09 22:21:59
9923,1022090,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4A,0957,2014/04/11 18:45:00
9924,1022198,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1603,2014/04/10 01:15:59
9925,1022095,2999,04,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0726,2014/04/12 02:35:00
9926,1022199,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1422,2014/04/10 15:14:59
9927,1022096,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,0966,2014/04/10 18:55:00
9928,1022200,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,4,4C,1287,2014/04/10 20:29:59
9929,1022099,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,1,1A,0123,2014/04/12 03:10:00
9930,1022201,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0564,2014/04/11 00:30:59
9931,1022102,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0768,2014/04/12 03:40:00
9932,1022202,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2A,0236,2014/04/11 00:51:00
9933,1022106,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,1086,2014/04/02 00:53:00
9934,1022203,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0103,2014/04/11 00:53:00
9935,1022204,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1381,2014/04/11 15:00:00
9936,1022108,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0787,2014/04/12 06:00:00
9937,1022205,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1654,2014/04/12 22:40:00
9938,1022220,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6D,0831,2014/04/13 09:11:00
9939,1022111,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/28 00:00:00
9940,1022221,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0728,2014/04/13 07:46:00
9941,1022222,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,5,5B,1369,2014/04/13 04:28:59
9942,1022112,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/27 00:00:00
9943,1022223,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4C,1256,2014/04/12 23:28:00
9944,1022114,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0706,2014/04/11 15:14:59
9945,1022115,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/26 00:00:00
9946,1022116,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/25 00:00:00
9947,1022117,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/22 21:00:00
9948,1022118,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/03/28 21:00:00
9949,1022119,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/01/29 00:59:59
9950,1022120,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/01/16 00:59:59
9951,1022121,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/01/15 00:59:59
9952,1022122,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/01/14 00:59:59
9953,1022123,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/01/11 21:59:59
9954,1022124,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/04/11 00:00:00
9955,1022125,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1147,2014/01/10 00:59:59
9956,1022126,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0907,2014/04/10 20:00:00
9957,1022127,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3A,0775,2014/04/10 06:59:59
9958,1022128,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0603,2014/04/08 16:05:00
9959,1022129,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0551,2014/04/04 03:59:59
9960,1022130,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6D,0856,2014/04/10 14:05:00
9961,1022131,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0616,2014/04/11 21:00:00
9962,1022132,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1147,2014/03/19 03:40:00
9963,1022133,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1264,2014/04/12 09:00:00
9964,1022137,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,3,3B,0746,2014/04/12 06:20:59
9965,1022139,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2B,0525,2014/04/11 11:18:00
9966,1022144,5212,54A,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-MISD,3,3M,0731,2014/04/12 06:26:00
9967,1022147,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6D,1102,2014/04/11 23:25:00
9968,1022148,2604,52,FRAUD,146(A)(B)IMPERSON PUB OFFICER,2,2C,0625,2014/04/12 08:48:00
9969,1022151,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,2,2C,0567,2014/04/12 08:22:00
9970,1022152,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,1,1B,0440,2014/04/12 08:35:00
9971,1022153,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,2,2B,0552,2014/04/12 09:19:00
9972,1022154,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,6,6D,0851,2014/04/12 10:09:59
9973,1022163,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1272,2014/04/09 22:12:59
9974,1022172,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0512,2014/04/13 00:30:00
9975,1022226,3560,1,NARCOTICS,11359 HS POSS FOR SALE MARIJ,6,6A,1042,2014/04/11 04:24:00
9976,1022231,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,UI,UI,UI,2014/04/12 01:17:00
9977,1022233,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0525,2014/04/12 04:15:00
9978,1022237,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,3,3M,0744,2014/04/12 07:04:00
9979,1022239,5212,55,WEAPON OFFENSE,21510 POSS SWITCHBLADE,6,6A,1041,2014/04/12 16:53:00
9980,1022240,2604,0,FRAUD,529 PC FALSE PERSONATION,2,2B,0563,2014/04/12 17:03:00
9981,1022242,2399,2,LARCENY,484 PC PETTY THEFT,6,6A,1081,2014/04/12 19:30:00
9982,1022243,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,6,6B,1421,2014/04/12 22:06:59
9983,1022245,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0932,2014/04/12 18:59:59
9984,1022247,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,6,6A,1032,2014/04/13 06:23:00
9985,1022248,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,UI,UI,UI,2014/04/13 04:04:00
9986,1022250,2604,0,FRAUD,529 PC FALSE PERSONATION,4,4A,0906,2014/04/13 03:17:59
9987,1022252,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,4,4B,1346,2014/04/12 21:00:00
9988,1022258,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,2,2B,0553,2014/04/13 01:25:59
9989,1022259,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,6,6A,1061,2014/04/12 23:58:59
9990,1022262,2205,2,BURGLARY,459 PC BURG BUS-RECYCLBL METAL,6,6A,1032,2014/04/12 23:19:59
9991,1022264,3572,0,NARCOTICS,11377(A) POSS AMPHETAMINES,1,1C,0449,2014/04/13 01:25:59
9992,1022266,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,5,5B,1614,2014/04/13 01:47:59
9993,1022267,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,2,2C,0603,2014/04/13 03:04:59
9994,1022277,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,2,2A,0233,2014/04/13 04:28:59
9995,1022278,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,0923,2014/04/13 04:31:00
9996,1022279,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0811,2014/04/13 04:38:00
9997,1022281,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4B,0969,2014/04/13 06:29:00
9998,1022282,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,0998,2014/04/13 06:10:00
9999,1022285,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,0603,2014/04/13 08:07:59
10000,1022286,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0738,2014/04/13 04:30:00
10001,1022406,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0628,2014/04/11 00:30:00
10002,1022408,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6D,1102,2014/04/12 02:19:59
10003,1022410,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,0742,2014/04/12 02:50:00
10004,1022411,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,1208,2014/04/13 00:04:59
10005,1022413,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,0742,2014/04/12 13:25:00
10006,1022414,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1255,2014/04/09 21:00:00
10007,1022415,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0727,2014/04/10 14:19:59
10008,1022416,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1403,2014/04/12 09:11:59
10009,1022417,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,6,6C,1405,2014/04/07 09:08:59
