FID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
1084,1149848,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,5,5A,1394,2016/01/13 00:03:00
1085,1149321,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0746,2016/01/10 18:59:59
1086,1149849,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,6,6C,1111,2016/01/14 23:05:00
1087,1149850,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0522,2016/01/13 00:23:00
1088,1149851,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0504,2016/01/13 15:17:00
1089,1149852,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1346,2016/01/13 16:31:59
1090,1149853,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,0845,2016/01/13 00:59:59
1091,1149856,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0556,2016/01/13 17:02:00
1092,1149857,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6E,1116,2016/01/15 02:13:00
1093,1149859,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0778,2016/01/14 15:59:59
1094,1149860,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0128,2016/01/14 04:44:59
1095,1149865,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,2,2B,0552,2016/01/15 07:02:00
1096,1149866,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,5,5A,1396,2016/01/15 04:34:00
1097,1149867,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0748,2016/01/15 00:30:00
1098,1149870,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1153,2016/01/08 03:43:00
1099,1149873,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0525,2016/01/14 23:03:00
1100,1149874,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1661,2016/01/15 09:00:00
1101,1149875,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1067,2016/01/15 06:59:59
1102,1149881,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1132,2016/01/03 06:30:00
1103,1149884,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,0614,2016/01/15 07:36:00
1104,1149885,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2B,0525,2016/01/15 01:09:00
1105,1149886,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2A,0517,2016/01/15 06:36:00
1106,1149887,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0601,2016/01/15 05:39:59
1107,1149888,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1261,2016/01/14 17:45:00
1108,1149889,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1654,2016/01/15 05:00:00
1109,1149890,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1623,2016/01/09 21:00:00
1110,1149891,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0233,2016/01/07 20:52:59
1111,1149892,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1633,2016/01/15 03:59:59
1112,1149896,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6A,1042,2016/01/06 18:49:59
1113,1149898,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1301,2016/01/15 15:30:00
1114,1149899,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,1,1B,0444,2016/01/15 17:39:59
1115,1149900,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1278,2016/01/01 15:59:59
1116,1149902,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1604,2016/01/15 03:00:00
1117,1149903,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0506,2016/01/10 11:35:00
1118,1149904,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,1356,2016/01/09 23:55:00
1119,1149905,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0834,2016/01/12 06:16:00
1120,1149323,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0444,2016/01/13 08:45:59
1121,1149324,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1356,2016/01/10 08:31:00
1122,1149325,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,5,5B,1614,2016/01/09 08:57:00
1123,1149328,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,6,6E,1106,2016/01/09 22:20:00
1124,1149329,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0307,2016/01/11 15:30:00
1125,1149330,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,0435,2016/01/13 08:06:00
1126,1149331,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,0503,2016/01/10 04:38:00
1127,1149333,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1C,0414,2016/01/09 06:10:00
1128,1149335,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,0898,2016/01/12 07:30:00
1129,1149336,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5A,1364,2016/01/13 03:29:00
1130,1149339,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0775,2016/01/08 19:04:00
1131,1149343,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1015,2016/01/12 05:47:00
1132,1149346,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1084,2016/01/13 09:27:59
1133,1149348,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,6,6A,1061,2016/01/13 06:17:00
1134,1149659,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,2,2C,0605,2016/01/14 03:52:00
1135,1149349,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1A,0337,2016/01/13 02:32:00
1136,1149351,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3B,0777,2016/01/12 23:13:00
1137,1149352,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0746,2016/01/08 21:00:00
1138,1149353,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0517,2016/01/13 11:15:00
1139,1149356,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1286,2016/01/04 06:00:00
1140,1149357,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,3,3A,0702,2016/01/12 07:09:00
1141,1149360,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1282,2016/01/10 02:00:00
1142,1149361,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0738,2016/01/08 04:28:59
1143,1149362,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0877,2016/01/09 20:00:00
1144,1149364,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1274,2016/01/12 12:59:59
1145,1149366,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0215,2016/01/12 20:09:00
1146,1149367,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0508,2016/01/10 18:00:00
1147,1149369,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6A,1031,2016/01/11 19:33:00
1148,1149372,3550,0,DANGEROUS DRUG,DRUG-PARA POSS,1,1A,0328,2016/01/10 02:26:59
1149,1149374,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,UI,UI,UI,2016/01/12 22:28:59
1150,1149375,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1031,2016/01/04 06:00:00
1151,1149376,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0768,2016/01/09 11:29:59
1152,1149660,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0768,2016/01/12 03:59:59
1153,1149661,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0728,2016/01/14 00:30:00
1154,1149662,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0527,2016/01/14 15:20:00
1155,1149663,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0724,2016/01/04 04:30:00
1156,1149664,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1269,2016/01/14 05:00:00
1157,1149669,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0508,2016/01/11 05:05:00
1158,1149671,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0531,2016/01/13 21:30:00
1159,1149672,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1403,2016/01/14 06:51:00
1160,1149673,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6B,1086,2016/01/14 08:06:00
1161,1149675,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1042,2016/01/14 08:58:00
1162,1149676,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0908,2016/01/14 10:22:59
1163,1149677,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,0766,2016/01/14 10:47:59
1164,1149678,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1359,2016/01/14 12:13:00
1165,1149679,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6B,1402,2016/01/14 12:43:59
1166,1149684,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3A,0702,2016/01/04 22:46:00
1167,1149685,2699,41,FRAUD,10980(A) FRAUD TO OBTAIN AID,4,4B,0966,2016/01/14 21:00:00
1168,1149686,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0212,2016/01/14 04:30:00
1169,1149688,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,5,5A,1394,2016/01/14 00:59:59
1170,1149689,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0212,2016/01/14 04:30:00
1171,1149691,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0746,2016/01/12 09:30:00
1172,1149693,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1401,2016/01/13 14:35:00
1173,1149695,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,2,2B,0564,2016/01/14 23:25:00
1174,1149697,5707,0,PRIVACY,602 PC TRESPASS,2,2C,0619,2016/01/09 00:14:59
1175,1149698,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0618,2016/01/12 07:15:00
1176,1149701,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1637,2016/01/11 02:35:00
1177,1149703,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,4,4A,0917,2016/01/13 21:32:00
1178,1149704,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0747,2016/01/09 03:20:00
1179,1149706,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,2,2B,0541,2016/01/14 18:10:00
1180,1149709,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0746,2016/01/10 09:00:00
1181,1149710,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0618,2016/01/12 07:25:00
1182,1149711,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0728,2016/01/10 09:45:00
1183,1149714,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0422,2016/01/14 21:59:59
1184,1149715,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,4,4A,0905,2016/01/12 22:30:00
1185,1149718,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0746,2016/01/12 20:15:00
1186,1149722,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,4,4A,0906,2016/01/12 02:29:59
1187,1149726,2604,0,FRAUD,529 PC FALSE PERSONATION,UI,UI,UI,2016/01/13 19:28:00
1188,1149729,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1394,2016/01/14 03:00:00
1189,1149730,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0618,2016/01/12 06:40:00
1190,1149731,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1603,2016/01/11 11:16:59
1191,1149733,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1287,2016/01/12 03:49:59
1192,1149739,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,2016/01/09 03:40:00
1193,1149740,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0618,2016/01/12 22:30:00
1194,1149741,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0214,2016/01/14 05:05:00
1195,1149742,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0618,2016/01/12 21:59:59
1196,1149743,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0814,2016/01/01 20:00:00
1197,1149748,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2B,0541,2016/01/01 08:13:00
1198,1149749,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0525,2016/01/12 06:17:00
1199,1149750,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2A,0512,2016/01/14 04:54:59
1200,1149754,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1422,2016/01/14 20:29:59
1201,1150149,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5A,1501,2016/01/17 00:53:00
1202,1149906,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6D,0861,2016/01/12 16:31:00
1203,1150152,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,0763,2016/01/17 10:11:00
1204,1150259,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0736,2016/01/01 09:56:00
1205,1149913,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,1038,2016/01/14 02:35:00
1206,1150153,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1633,2016/01/16 23:21:00
1207,1150564,7399,58A,SAC CITY CODE,12.44.220 SOLICT FUNDS PROHIB,4,4B,1356,2016/01/20 02:51:59
1208,1149917,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0772,2016/01/15 05:48:59
1209,1150260,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,4,4C,1285,2016/01/18 05:55:00
1210,1150154,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2A,0503,2016/01/16 10:14:00
1211,1150051,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1404,2016/01/16 16:34:00
1212,1150566,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0509,2016/01/20 02:00:00
1213,1149921,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,0567,2016/01/09 19:46:00
1214,1150262,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0213,2016/01/18 02:42:59
1215,1150155,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,6,6C,1404,2016/01/16 08:21:00
1216,1150053,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,1614,2016/01/13 05:23:59
1217,1150574,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6D,0843,2016/01/12 20:00:00
1218,1149925,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,2016/01/15 03:30:00
1219,1150264,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0116,2016/01/17 21:59:59
1220,1150156,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,0735,2016/01/17 11:39:00
1221,1150055,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5C,1623,2016/01/14 09:33:00
1222,1150575,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0603,2016/01/17 03:08:00
1223,1149926,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1363,2016/01/09 00:00:00
1224,1150341,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0407,2016/01/17 19:11:00
1225,1150265,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0856,2016/01/04 02:50:00
1226,1150157,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3M,0732,2016/01/17 07:57:59
1227,1150057,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0429,2016/01/14 00:59:59
1228,1150576,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0726,2016/01/19 05:06:59
1229,1149931,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,0746,2016/01/15 15:30:00
1230,1150342,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,0969,2016/01/18 04:59:00
1231,1150267,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1645,2016/01/17 09:30:00
1232,1150158,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0412,2016/01/14 23:13:59
1233,1150059,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0746,2016/01/16 10:49:00
1234,1150585,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1441,2016/01/18 22:02:00
1235,1149934,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0106,2016/01/15 08:55:00
1236,1150343,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,2,2A,0516,2016/01/19 07:21:59
1237,1150268,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0304,2016/01/17 05:00:00
1238,1150159,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0765,2016/01/17 07:51:59
1239,1150064,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1C,0409,2016/01/14 20:19:00
1240,1150067,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0721,2016/01/16 19:01:00
1241,1150068,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1251,2016/01/16 19:30:00
1242,1150069,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,3,3A,0714,2016/01/16 03:23:00
1243,1150070,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,1,1A,0145,2016/01/16 07:15:00
1244,1150071,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0553,2016/01/16 16:30:00
1245,1150072,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6E,1115,2016/01/14 22:37:00
1246,1150073,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,0903,2016/01/16 17:03:59
1247,1150075,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0412,2016/01/15 21:59:59
1248,1150079,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,0746,2016/01/16 10:05:59
1249,1150080,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0706,2016/01/16 10:44:00
1250,1150084,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2C,0616,2016/01/16 22:15:00
1251,1150085,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0412,2016/01/11 06:59:59
1252,1150086,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5C,1653,2016/01/12 05:29:59
1253,1150087,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5B,1618,2016/01/16 06:45:00
1254,1150088,2399,2,LARCENY,484 PC PETTY THEFT,6,6B,1401,2016/01/16 22:18:59
1255,1150089,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6C,1111,2016/01/16 05:15:00
1256,1150091,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0877,2016/01/16 21:00:00
1257,1150092,5404,16,TRAFFIC,23152(E) DUI DRUGS,2,2A,0507,2016/01/16 15:36:59
1258,1150093,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6B,1084,2016/01/16 19:50:00
1259,1150102,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1056,2016/01/16 12:10:00
1260,1150107,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2016/01/17 03:30:00
1261,1150108,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2B,0545,2016/01/16 09:40:00
1262,1150109,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1071,2016/01/07 15:30:59
1263,1150110,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1B,0423,2016/01/16 06:00:00
1264,1150111,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1113,2016/01/16 12:53:59
1265,1150112,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0527,2016/01/16 09:06:00
1266,1150114,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,4,4A,0905,2016/01/10 17:16:59
1267,1150117,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0537,2016/01/14 23:26:00
1268,1150118,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1363,2016/01/15 04:34:00
1269,1150119,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,5,5C,1606,2016/01/17 01:12:59
1270,1150120,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,0834,2016/01/15 17:00:00
1271,1150121,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,5,5A,1391,2016/01/15 18:59:00
1272,1150125,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4B,1326,2016/01/17 03:26:00
1273,1150127,1399,6,ASSAULT,368(B)(1) CRUELTY ELDER W/INJ,2,2A,0515,2016/01/16 23:26:00
1274,1150128,3522,11,NARCOTIC,11351 HS POSS/SALE OPIATE/NARC,6,6A,1022,2016/01/16 23:51:00
1275,1150129,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1019,2016/01/17 02:23:00
1276,1150130,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,4,4C,1287,2016/01/17 03:03:00
1277,1150132,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,2,2B,0526,2016/01/17 03:20:59
1278,1150133,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1C,0414,2016/01/17 04:15:00
1279,1150136,3599,51,NARCOTICS,4573.6 POSS DRUGS IN JAIL/PRIS,4,4B,0969,2016/01/17 05:29:59
1280,1150137,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0737,2016/01/17 10:25:59
1281,1150138,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0567,2016/01/16 04:53:00
1282,1150144,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4B,0978,2016/01/17 03:45:00
1283,1150148,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1604,2016/01/17 01:21:00
1284,1149935,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0444,2016/01/15 20:29:59
1285,1150346,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,1,1C,0429,2016/01/19 03:30:00
1286,1150160,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0552,2016/01/14 17:06:00
1287,1150269,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0103,2016/01/14 21:30:00
1288,1150161,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,5,5B,1614,2016/01/15 02:13:00
1289,1150586,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0546,2016/01/17 02:05:00
1290,1150347,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,5,5C,1623,2016/01/19 02:42:59
1291,1150270,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0449,2016/01/16 00:00:00
1292,1150162,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0764,2016/01/07 14:15:00
1293,1149937,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0768,2016/01/15 03:59:59
1294,1150589,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,0626,2016/01/18 21:43:00
1295,1150271,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1653,2016/01/15 07:44:59
1296,1150165,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1061,2016/01/15 16:04:00
1297,1150348,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,0447,2016/01/19 01:50:59
1298,1149938,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0823,2016/01/15 02:06:59
1299,1150591,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,0987,2016/01/18 18:59:59
1300,1150273,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6E,0899,2016/01/15 17:45:00
1301,1150167,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0553,2016/01/15 18:58:00
1302,1150349,3560,1,NARCOTICS,11359 HS POSS FOR SALE MARIJ,3,3A,0725,2016/01/18 23:03:00
1303,1149940,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1278,2016/01/01 11:29:59
1304,1150592,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6D,0855,2016/01/19 01:41:00
1305,1150274,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0212,2016/01/17 15:30:00
1306,1150168,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1616,2016/01/16 04:21:59
1307,1150350,2399,27,THEFT,666(A) PETTY THFT W/PRIORS-FEL,5,5C,1623,2016/01/19 00:23:00
1308,1149943,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2C,0603,2016/01/15 04:12:59
1309,1150595,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3B,0747,2016/01/19 23:03:59
1310,1150275,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5C,1607,2016/01/18 06:00:00
1311,1150169,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0541,2016/01/15 18:48:00
1312,1150353,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,5,5A,1361,2016/01/19 03:59:00
1313,1149950,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0905,2016/01/15 21:59:59
