OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
2040,1499567,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6E,1101,2021/01/26 10:27:00+00
2041,1499570,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2C,0612,2021/01/26 10:33:00+00
2042,1499571,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1421,2021/01/25 07:22:00+00
2043,1499577,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,4,4B,0977,2021/01/26 20:20:00+00
2044,1499578,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,5,5A,1391,2021/01/25 22:19:00+00
2045,1499580,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0725,2021/01/02 21:30:00+00
2046,1499581,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0222,2021/01/14 19:29:00+00
2047,1499582,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0537,2021/01/14 00:03:00+00
2048,1499583,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,2,2A,0506,2021/01/26 13:32:00+00
2049,1499584,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,2,2A,0506,2021/01/25 18:14:00+00
2050,1499586,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,UI,UI,UI,2021/01/27 02:45:00+00
2051,1499588,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0956,2021/01/16 08:00:00+00
2052,1499590,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,5,5B,1603,2021/01/27 01:36:00+00
2053,1499591,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0905,2021/01/06 22:51:00+00
2054,1499592,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0923,2021/01/27 04:00:00+00
2055,1499594,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6A,1061,2021/01/26 13:39:00+00
2056,1499595,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,3,3M,0742,2021/01/26 12:28:00+00
2057,1499596,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1364,2021/01/26 08:32:00+00
2058,1499600,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0782,2021/01/27 03:00:00+00
2059,1499601,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0955,2021/01/27 14:50:00+00
2060,1499602,2299,09,BURGLARY,459 PC BURG UNSPECIFIED-FEL,4,4A,0928,2021/01/21 10:30:00+00
2061,1499603,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4B,1354,2021/01/23 13:00:00+00
2062,1499604,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0781,2021/01/27 03:00:00+00
2063,1499606,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1251,2021/01/15 08:00:00+00
2064,1499609,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0728,2021/01/22 20:35:00+00
2065,1499610,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0774,2021/01/17 10:05:00+00
2066,1499612,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0727,2021/01/23 11:00:00+00
2067,1499614,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0454,2021/01/20 20:00:00+00
2068,1499615,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0544,2021/01/11 08:50:00+00
2069,1499618,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0775,2021/01/22 18:30:00+00
2070,1499619,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0441,2021/01/27 05:00:00+00
2071,1499621,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6D,0851,2021/01/25 13:02:00+00
2072,1499622,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0620,2021/01/26 13:30:00+00
2073,1499623,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1C,0429,2021/01/24 08:50:00+00
2074,1499624,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1134,2021/01/22 17:00:00+00
2075,1499625,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,1,1B,0443,2021/01/27 01:45:00+00
2076,1499626,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,4,4A,0916,2021/01/24 15:00:00+00
2077,1499636,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,1,1C,0425,2021/01/27 02:30:00+00
2078,1499640,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0851,2021/01/25 11:34:00+00
2079,1499644,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0877,2021/01/13 23:20:00+00
2080,1499645,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0628,2021/01/11 19:20:00+00
2081,1499646,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1441,2021/01/21 19:30:00+00
2082,1499657,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5B,1603,2021/01/25 05:31:00+00
2083,1499659,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1132,2021/01/26 20:12:00+00
2084,1499662,5213,5B,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-M,1,1C,0429,2021/01/27 06:06:00+00
2085,1499665,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6E,1102,2021/01/27 15:11:00+00
2086,1499667,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5C,1623,2021/01/23 22:00:00+00
2087,1499671,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,1113,2021/01/25 17:15:00+00
2088,1499672,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,0861,2021/01/24 08:57:00+00
2089,1499673,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,0767,2021/01/25 19:35:00+00
2090,1499674,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1289,2021/01/23 23:16:00+00
2091,1499676,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4A,0902,2021/01/24 21:05:00+00
2092,1499677,2310,0,LARCENY,1708 US THEFT OF MAIL,3,3B,0726,2021/01/20 23:10:00+00
2093,1499678,2310,0,LARCENY,1708 US THEFT OF MAIL,5,5C,1653,2021/01/11 20:00:00+00
2094,1499679,2310,0,LARCENY,1708 US THEFT OF MAIL,5,5A,1385,2021/01/25 21:43:00+00
2095,1499680,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0622,2021/01/07 04:00:00+00
2096,1499681,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0766,2021/01/16 16:00:00+00
2097,1499682,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,0782,2021/01/27 04:30:00+00
2098,1499684,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0714,2021/01/08 11:00:00+00
2099,1499685,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0435,2021/01/26 03:00:00+00
2100,1499686,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6C,1405,2021/01/27 06:06:00+00
2101,1499692,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0563,2021/01/25 18:41:00+00
2102,1499693,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0602,2021/01/24 05:30:00+00
2103,1499694,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0611,2021/01/26 15:21:00+00
2104,1499695,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3A,0783,2021/01/26 16:42:00+00
2105,1499696,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1B,0475,2021/01/26 18:49:00+00
2106,1499700,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,4,4A,0912,2021/01/27 05:17:00+00
2107,1499702,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1443,2021/01/26 01:03:00+00
2108,1499703,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0416,2021/01/24 00:00:00+00
2109,1499704,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0416,2021/01/24 00:00:00+00
2110,1499719,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6E,0876,2021/01/27 20:51:00+00
2111,1499723,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4B,1356,2021/01/27 20:40:00+00
2112,1499728,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3B,0718,2021/01/27 18:15:00+00
2113,1499731,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0508,2021/01/27 00:28:00+00
2114,1499732,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1147,2021/01/25 18:59:00+00
2115,1499740,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4C,1262,2021/01/28 02:10:00+00
2116,1499742,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1111,2021/01/28 04:44:00+00
2117,1499743,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1447,2021/01/27 02:20:00+00
2118,1499744,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1447,2021/01/27 00:50:00+00
2119,1499746,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,2,2B,0563,2021/01/27 19:49:00+00
2120,1499747,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1422,2021/01/27 06:51:00+00
2121,1499748,5707,0,PRIVACY,602 PC TRESPASS,3,3B,0716,2021/01/28 10:11:00+00
2122,1499749,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,0701,2021/01/27 07:40:00+00
2123,1499751,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,3,3M,0734,2021/01/28 00:18:00+00
2124,1499752,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,5,5B,1359,2021/01/27 23:52:00+00
2125,1499754,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4C,1294,2021/01/28 02:28:00+00
2126,1499755,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1254,2021/01/25 15:30:00+00
2127,1499756,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,0855,2021/01/28 00:06:00+00
2128,1499757,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1254,2021/01/27 04:42:00+00
2129,1499758,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0557,2021/01/27 12:31:00+00
2130,1499759,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,0899,2021/01/27 01:00:00+00
2131,1499760,2299,09,BURGLARY,459 PC BURG UNSPECIFIED-FEL,6,6C,1409,2021/01/27 02:00:00+00
2132,1499763,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,0513,2021/01/28 03:26:00+00
2133,1499764,5404,01,TRAFFIC,23152(B) DUI BAC >.08,6,6B,1084,2021/01/28 04:05:00+00
2134,1499765,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1401,2021/01/28 02:31:00+00
2135,1499770,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0406,2021/01/25 20:28:00+00
2136,1499773,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1B,0411,2021/01/15 04:00:00+00
2137,1499774,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,5,5C,1644,2021/01/27 09:00:00+00
2138,1499776,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5A,1385,2021/01/25 04:42:00+00
2139,1499778,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0718,2021/01/09 09:00:00+00
2140,1499779,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0344,2021/01/26 07:03:00+00
2141,1499782,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,UI,UI,UI,2021/01/28 00:37:00+00
2142,1499783,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,UI,UI,UI,2021/01/28 01:54:00+00
2143,1499784,4004,0,SEXUAL OFFENSE,647(B) PC PROSTITUTION,UI,UI,UI,2021/01/28 01:53:00+00
2144,1499786,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4C,1287,2021/01/27 22:54:00+00
2145,1499787,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0419,2021/01/23 03:42:00+00
2146,1499788,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0725,2021/01/28 10:00:00+00
2147,1499789,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0766,2021/01/26 22:50:00+00
2148,1499790,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0725,2021/01/28 10:00:00+00
2149,1499794,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0421,2021/01/21 17:00:00+00
2150,1499795,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0517,2021/01/28 02:00:00+00
2151,1499796,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1287,2021/01/28 02:07:00+00
2152,1499805,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0567,2021/01/17 20:00:00+00
2153,1499806,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0412,2021/01/28 20:52:00+00
2154,1499807,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0626,2021/01/28 05:00:00+00
2155,1499808,5499,15A,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,UI,UI,UI,2021/01/24 04:48:00+00
2156,1499809,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,1,1A,0328,2021/01/27 15:37:00+00
2157,1499810,5217,0,WEAPON OFFENSE,"30600(A) TRANS, ETC ASSLT WEAP",2,2B,0541,2021/01/27 21:01:00+00
2158,1499811,5202,15,WEAPON OFFENSE,25400(A)(3) CCW VEH OCCUP-FEL,6,6A,1031,2021/01/27 22:20:00+00
2159,1499812,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,4,4C,1279,2021/01/27 22:36:00+00
2160,1499814,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,1,1A,0337,2021/01/27 22:42:00+00
2161,1499815,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,2,2C,0616,2021/01/28 04:20:00+00
2162,1499827,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1C,0416,2021/01/28 18:01:00+00
2163,1499828,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5C,1606,2021/01/28 23:45:00+00
2164,1499829,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,UI,UI,UI,2021/01/28 21:25:00+00
2165,1499830,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0734,2021/01/28 17:41:00+00
2166,1499831,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0506,2021/01/28 16:34:00+00
2167,1499832,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6D,0851,2021/01/28 02:29:00+00
2168,1499834,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4A,1221,2021/01/28 14:38:00+00
2169,1499835,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,5,5A,1391,2021/01/28 16:45:00+00
2170,1499836,0999,1,HOMICIDE,187(A) HOMICIDE,2,2B,0552,2021/01/29 03:27:00+00
2171,1499841,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,6,6C,1136,2021/01/28 10:34:00+00
2172,1499845,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4A,0909,2021/01/28 19:34:00+00
2173,1499848,5212,54A,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-MISD,2,2B,0551,2021/01/28 23:23:00+00
2174,1499849,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2B,0526,2021/01/29 02:49:00+00
2175,1499850,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1036,2021/01/29 03:59:00+00
2176,1499851,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,2,2C,0567,2021/01/29 06:50:00+00
2177,1499852,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0747,2021/01/27 09:35:00+00
2178,1499856,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0915,2021/01/23 18:53:00+00
2179,1499857,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0787,2021/01/15 22:35:00+00
2180,1499858,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0747,2021/01/29 04:00:00+00
2181,1499860,2304,0,LARCENY,484 PC PETTY THEFT AUTO PART,2,2A,0226,2021/01/23 17:49:00+00
2182,1499864,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1145,2021/01/21 13:47:00+00
2183,1499865,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,1,1B,0422,2021/01/26 23:30:00+00
2184,1499867,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0847,2021/01/27 12:15:00+00
2185,1499868,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0851,2021/01/27 13:20:00+00
2186,1499869,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,6,6C,1409,2021/01/28 14:00:00+00
2187,1499870,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,1,1A,0104,2021/01/29 07:41:00+00
2188,1499874,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,0123,2021/01/28 11:00:00+00
2189,1499875,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,1,1A,0337,2021/01/27 17:00:00+00
2190,1499876,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0336,2021/01/25 02:00:00+00
2191,1499878,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,1,1A,0123,2021/01/28 11:07:00+00
2192,1499879,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,1,1A,0305,2021/01/27 11:14:00+00
2193,1499881,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0328,2021/01/23 01:00:00+00
2194,1499884,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,6,6C,1405,2021/01/29 04:57:00+00
2195,1499887,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0788,2021/01/29 05:29:00+00
2196,1499891,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1421,2021/01/29 04:00:00+00
2197,1499892,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3A,0701,2021/01/29 03:16:00+00
2198,1499893,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,0727,2021/01/23 05:55:00+00
2199,1499894,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0563,2021/01/25 22:00:00+00
2200,1499895,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0908,2021/01/25 08:00:00+00
2201,1499897,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5A,1391,2021/01/17 05:02:00+00
2202,1499898,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1326,2021/01/29 08:00:00+00
2203,1499899,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0747,2021/01/21 11:00:00+00
2204,1499900,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4C,1287,2021/01/29 02:56:00+00
2205,1499901,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0564,2021/01/29 02:30:00+00
2206,1499905,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0302,2021/01/29 04:00:00+00
2207,1499906,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6A,1041,2021/01/25 07:52:00+00
2208,1499907,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0553,2021/01/29 05:00:00+00
2209,1499908,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5B,1603,2021/01/21 04:03:00+00
2210,1499915,5707,0,PRIVACY,602 PC TRESPASS,6,6D,0841,2021/01/28 16:07:00+00
2211,1499919,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,1,1C,0426,2021/01/29 03:35:00+00
2212,1499920,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6D,0861,2021/01/21 01:00:00+00
2213,1499923,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0212,2021/01/29 04:37:00+00
2214,1499925,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,5,5A,1506,2021/01/29 04:11:00+00
2215,1499930,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,5,5B,1614,2021/01/29 08:47:00+00
2216,1499931,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0508,2021/01/21 18:00:00+00
2217,1499932,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,1,1A,0128,2021/01/29 03:04:00+00
2218,1499933,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0503,2021/01/21 18:11:00+00
2219,1499937,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0712,2021/01/21 22:40:00+00
2220,1499938,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1061,2021/01/29 04:00:00+00
2221,1499939,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0723,2021/01/29 18:02:00+00
2222,1499940,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0506,2021/01/21 23:39:00+00
2223,1499953,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0526,2021/01/22 17:34:00+00
2224,1499954,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,0905,2021/01/29 08:10:00+00
2225,1499955,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1354,2021/01/22 22:56:00+00
2226,1499957,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,5,5A,1522,2021/01/22 07:59:00+00
2227,1499958,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6E,0876,2021/01/28 22:17:00+00
2228,1499959,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1254,2021/01/28 01:00:00+00
2229,1499960,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6C,1441,2021/01/28 18:26:00+00
2230,1499961,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0546,2021/01/28 18:21:00+00
2231,1499962,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,0233,2021/01/28 12:12:00+00
2232,1499966,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0305,2021/01/23 01:13:00+00
2233,1499968,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0517,2021/01/21 16:03:00+00
2234,1499969,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1401,2021/01/27 23:22:00+00
2235,1499971,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0502,2021/01/23 00:42:00+00
2236,1499973,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0305,2021/01/29 10:57:00+00
2237,1499975,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0615,2021/01/21 18:55:00+00
2238,1499976,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,0782,2021/01/27 16:00:00+00
2239,1499977,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0735,2021/01/29 17:22:00+00
2240,1499978,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0704,2021/01/22 00:00:00+00
2241,1499979,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1112,2021/01/23 00:35:00+00
2242,1499980,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0336,2021/01/29 15:10:00+00
2243,1499981,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0567,2021/01/29 14:50:00+00
2244,1499982,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0701,2021/01/23 04:13:00+00
2245,1499985,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3M,0744,2021/01/29 03:00:00+00
2246,1499986,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0509,2021/01/23 06:55:00+00
2247,1499987,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0444,2021/01/23 08:14:00+00
2248,1499988,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0451,2021/01/28 14:59:00+00
2249,1499989,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0451,2021/01/28 15:33:00+00
2250,1499990,5212,24,WEAPONS,12022.1 PC COMMIT FEL ON BAIL,4,4C,1296,2021/01/28 17:44:00+00
2251,1499991,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1441,2021/01/23 16:29:00+00
2252,1499993,5499,15A,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,UI,UI,UI,2021/01/24 04:21:00+00
2253,1499994,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1298,2021/01/20 05:34:00+00
2254,1499995,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1654,2021/01/25 15:59:00+00
2255,1499996,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1654,2021/01/26 01:13:00+00
2256,1499997,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0737,2021/01/25 16:51:00+00
2257,1499998,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1058,2021/01/25 17:42:00+00
2258,1499999,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0235,2021/01/25 23:31:00+00
2259,1500000,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0505,2021/01/26 01:53:00+00
