OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
9998,1378928,1313,0,ASSAULT,240 PC ASSAULT/SIMPLE-CIVILIAN,3,3M,0742,2019/04/13 06:15:00+00
9999,1378932,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,1203,2019/04/12 04:00:00+00
10000,1378938,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0541,2019/04/09 21:00:00+00
10001,1378939,2501,0,FORGERY,470(D) FORGERY - CHECKS ETC,4,4B,1354,2019/04/12 17:36:00+00
10002,1378941,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,5,5C,1623,2019/04/12 09:40:00+00
10003,1378949,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,6,6E,0877,2019/04/13 02:51:00+00
10004,1378950,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,5,5C,1639,2019/04/04 20:00:00+00
10005,1378957,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2B,0563,2019/04/01 21:30:00+00
10006,1378958,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,6,6A,1053,2019/04/13 01:02:00+00
10007,1378959,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,4,4C,1301,2019/04/13 01:18:00+00
10008,1378961,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,3,3B,0746,2019/04/12 22:11:00+00
10009,1378962,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6B,1401,2019/04/12 04:51:00+00
10010,1378963,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,0541,2019/04/12 22:33:00+00
10011,1378964,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,0602,2019/04/13 03:12:00+00
10012,1378965,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,0416,2019/04/07 17:55:00+00
10013,1378966,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,0409,2019/04/09 05:43:00+00
10014,1378967,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,1,1A,0338,2019/04/12 23:21:00+00
10015,1378968,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0337,2019/03/04 04:45:00+00
10016,1378972,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0603,2019/04/12 21:56:00+00
10017,1378973,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1053,2019/04/12 15:30:00+00
10018,1378995,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1606,2019/04/05 22:41:00+00
10019,1378997,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0625,2019/04/07 23:27:00+00
10020,1378998,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,4,4B,1351,2019/04/10 21:08:00+00
10021,1378999,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4B,0989,2019/04/09 08:38:00+00
10022,1379000,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,4,4C,1279,2019/04/08 02:35:00+00
10023,1379001,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0551,2019/04/13 04:00:00+00
10024,1379002,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,5,5B,1603,2019/04/07 23:13:00+00
10025,1379003,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0738,2019/04/04 12:00:00+00
10026,1379004,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0564,2019/04/11 20:00:00+00
10027,1379005,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0526,2019/04/05 06:36:00+00
10028,1379006,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,4,4A,1221,2019/04/06 01:09:00+00
10029,1379007,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0906,2019/04/06 16:15:00+00
10030,1379008,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0861,2019/04/07 05:00:00+00
10031,1379009,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0785,2019/04/07 17:14:00+00
10032,1379011,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3M,0745,2019/04/07 21:19:00+00
10033,1379012,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1606,2019/04/07 23:04:00+00
10034,1379013,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3M,0732,2019/04/08 13:18:00+00
10035,1379014,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1623,2019/04/03 01:45:00+00
10036,1379015,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0602,2019/04/08 23:22:00+00
10037,1379016,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1054,2019/02/14 00:48:00+00
10038,1379017,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0604,2019/03/26 04:00:00+00
10039,1379018,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6D,0847,2019/03/26 01:47:00+00
10040,1379019,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1361,2019/04/09 00:30:00+00
10041,1379020,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0564,2019/03/26 01:02:00+00
10042,1379021,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0116,2019/03/25 16:39:00+00
10043,1379022,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0552,2019/03/25 16:32:00+00
10044,1379023,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0237,2019/04/09 03:47:00+00
10045,1379024,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0543,2019/03/25 16:32:00+00
10046,1379025,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0419,2019/03/24 07:14:00+00
10047,1379026,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0401,2019/04/09 14:20:00+00
10048,1379027,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,0977,2019/03/24 09:45:00+00
10049,1379028,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0106,2019/04/13 06:00:00+00
10050,1379029,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0909,2019/04/09 14:28:00+00
10051,1379030,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0716,2019/04/09 20:30:00+00
10052,1379032,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2A,0232,2019/04/06 17:00:00+00
10053,1379033,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,0611,2019/04/10 16:23:00+00
10054,1379034,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1393,2019/04/10 02:01:00+00
10055,1379035,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1124,2019/04/10 14:44:00+00
10056,1379036,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0908,2019/04/10 15:21:00+00
10057,1379037,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0737,2019/04/10 21:29:00+00
10058,1379038,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0744,2019/04/10 19:32:00+00
10059,1379039,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,UI,UI,UI,2019/03/27 05:45:00+00
10060,1379040,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3B,0726,2019/03/26 17:49:00+00
10061,1379041,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0726,2019/04/10 20:47:00+00
10062,1379042,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,6,6B,1401,2019/04/13 11:43:00+00
10063,1379043,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0748,2019/04/13 07:24:00+00
10064,1379044,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0746,2019/04/13 06:57:00+00
10065,1379045,5309,02,PUBLIC PEACE,653X(A) MISUSE 911 EMERGENCY,5,5B,1621,2019/04/12 07:01:00+00
10066,1379046,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,1116,2019/03/26 17:00:00+00
10067,1379047,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1251,2019/04/11 22:15:00+00
10068,1379048,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6E,1116,2019/04/13 01:13:00+00
10069,1379049,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1132,2019/03/26 18:14:00+00
10070,1379050,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1639,2019/04/10 23:10:00+00
10071,1379051,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,UI,UI,UI,2019/04/13 02:58:00+00
10072,1379052,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0556,2019/03/26 19:09:00+00
10073,1379053,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1004,2019/03/26 21:31:00+00
10074,1379055,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,1116,2019/04/11 19:42:00+00
10075,1379057,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0333,2019/03/26 21:12:00+00
10076,1379058,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,3,3M,0741,2019/04/10 22:56:00+00
10077,1379059,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0338,2019/03/27 00:02:00+00
10078,1379062,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0478,2019/04/13 01:30:00+00
10079,1379070,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0748,2019/04/12 18:00:00+00
10080,1379072,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,5,5B,1602,2019/04/13 07:22:00+00
10081,1379075,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2C,0628,2019/04/13 05:26:00+00
10082,1379076,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1269,2019/04/12 12:00:00+00
10083,1379079,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0508,2019/04/11 13:55:00+00
10084,1379081,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0113,2019/04/12 10:42:00+00
10085,1379082,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1409,2019/04/13 17:30:00+00
10086,1379083,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5C,1634,2019/04/12 05:19:00+00
10087,1379086,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,1346,2019/04/13 17:10:00+00
10088,1379090,6201,1,CONSERVATION,597(A) PC MUTILATE ETC ANIMALS,5,5C,1635,2019/04/13 03:27:00+00
10089,1379093,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1B,0435,2019/04/13 07:20:00+00
10090,1379094,5299,139,WEAPON OFFENSE,22810(A) FEL POSS TEARGAS-MISD,1,1C,0429,2019/04/13 18:20:00+00
10091,1379097,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6A,1032,2019/04/13 09:15:00+00
10092,1379100,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1A,0113,2019/04/13 05:00:00+00
10093,1379101,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,0419,2019/04/13 21:34:00+00
10094,1379105,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0616,2019/04/04 00:30:00+00
10095,1379108,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0811,2019/04/04 15:15:00+00
10096,1379114,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,UI,2019/04/12 21:06:00+00
10097,1379119,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0744,2019/03/30 06:00:00+00
10098,1379122,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1614,2019/04/12 22:30:00+00
10099,1379123,2999,38,VANDALISM,594(B)(1) VANDAL OVER $400-M,4,4C,1227,2019/04/13 19:26:00+00
10100,1379125,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0767,2019/04/13 00:30:00+00
10101,1379128,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0605,2019/04/13 20:51:00+00
10102,1379131,3599,44,NARCOTICS,11550(A)HS UNDER INFL NARCOTIC,5,5C,1654,2019/04/08 18:33:00+00
10103,1379132,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0787,2019/04/13 03:52:00+00
10104,1379133,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1633,2019/04/13 17:20:00+00
10105,1379134,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,0728,2019/04/13 22:00:00+00
10106,1379135,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0776,2019/04/13 23:42:00+00
10107,1379138,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5B,1621,2019/04/01 23:00:00+00
10108,1379140,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0764,2019/04/12 09:27:00+00
10109,1379142,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1618,2019/04/12 16:00:00+00
10110,1379145,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6C,1441,2019/04/13 13:31:00+00
10111,1379147,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0213,2019/04/12 01:23:00+00
10112,1379150,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0106,2019/04/13 08:35:00+00
10113,1379151,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0435,2019/04/13 14:35:00+00
10114,1379153,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,0408,2019/04/09 20:57:00+00
10115,1379154,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0623,2019/04/11 16:34:00+00
10116,1379155,5202,14,WEAPON OFFENSE,25400(A)(2) CCW ON PERSON-MIS,4,4A,0905,2019/04/13 06:06:00+00
10117,1379158,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0556,2019/04/11 18:51:00+00
10118,1379159,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,6,6D,0841,2019/04/13 19:16:00+00
10119,1379161,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,6,6D,0831,2019/04/13 03:00:00+00
10120,1379162,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0831,2019/04/13 01:00:00+00
10121,1379163,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0626,2019/04/12 01:59:00+00
10122,1379180,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1289,2019/04/13 20:24:00+00
10123,1379188,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0517,2019/04/13 22:50:00+00
10124,1379191,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1421,2019/04/14 06:14:00+00
10125,1379192,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,0746,2019/04/14 09:11:00+00
10126,1379193,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1A,0136,2019/04/14 02:30:00+00
10127,1379197,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1424,2019/04/11 02:14:00+00
10128,1379199,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,4,4C,1247,2019/04/13 01:34:00+00
10129,1379202,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,4,4A,0937,2019/04/14 03:56:00+00
10130,1379206,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,3,3A,0721,2019/04/13 20:59:00+00
10131,1379209,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,4,4A,0905,2019/04/13 23:07:00+00
10132,1379210,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,0913,2019/04/13 22:30:00+00
10133,1379214,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1A,0304,2019/03/27 06:23:00+00
10134,1379218,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3A,0709,2019/03/26 18:30:00+00
10135,1379219,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0338,2019/03/26 23:55:00+00
10136,1379220,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0447,2019/03/27 01:52:00+00
10137,1379221,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0338,2019/03/27 05:00:00+00
10138,1379222,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0226,2019/03/26 21:53:00+00
10139,1379223,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1041,2019/04/14 05:00:00+00
10140,1379225,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0564,2019/03/28 17:15:00+00
10141,1379226,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1112,2019/03/28 15:45:00+00
10142,1379227,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1391,2019/03/28 16:05:00+00
10143,1379228,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2019/03/28 16:36:00+00
10144,1379230,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0414,2019/04/13 21:40:00+00
10145,1379231,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0541,2019/03/28 16:50:00+00
10146,1379232,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1A,0307,2019/04/14 03:03:00+00
10147,1379233,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1381,2019/03/28 16:30:00+00
10148,1379235,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0136,2019/04/14 10:26:00+00
10149,1379236,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2019/03/28 16:15:00+00
10150,1379237,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1381,2019/03/28 16:34:00+00
10151,1379238,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0785,2019/03/28 06:10:00+00
10152,1379239,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,0877,2019/03/27 16:15:00+00
10153,1379240,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,0429,2019/04/14 11:13:00+00
10154,1379241,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2019/03/28 17:06:00+00
10155,1379242,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1381,2019/03/28 17:30:00+00
10156,1379243,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2019/03/28 17:50:00+00
10157,1379245,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1381,2019/03/28 17:45:00+00
10158,1379246,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0718,2019/04/14 14:23:00+00
10159,1379247,5707,0,PRIVACY,602 PC TRESPASS,2,2B,0523,2019/04/14 15:00:00+00
10160,1379248,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1011,2019/03/27 22:01:00+00
10161,1379249,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1621,2019/03/28 03:00:00+00
10162,1379251,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0506,2019/03/27 17:30:00+00
10163,1379252,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6D,0841,2019/04/13 07:13:00+00
10164,1379254,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4C,0985,2019/03/27 07:30:00+00
10165,1379255,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,0603,2019/04/14 07:31:00+00
10166,1379256,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0236,2019/04/14 16:20:00+00
10167,1379257,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0712,2019/04/14 08:21:00+00
10168,1379260,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,1262,2019/04/01 22:15:00+00
10169,1379262,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0620,2019/03/30 07:25:00+00
10170,1379263,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1393,2019/03/28 18:06:00+00
10171,1379264,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,2,2B,0564,2019/03/28 18:15:00+00
10172,1379265,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0545,2019/03/28 18:14:00+00
10173,1379266,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0516,2019/03/28 18:58:00+00
10174,1379267,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1393,2019/03/28 18:38:00+00
10175,1379268,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2019/03/28 19:10:00+00
10176,1379269,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2B,0564,2019/03/07 01:00:00+00
10177,1379270,2310,0,LARCENY,1708 US THEFT OF MAIL,2,2C,0614,2019/03/01 22:20:00+00
10178,1379271,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2019/03/28 19:00:00+00
10179,1379272,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1275,2019/04/04 21:10:00+00
10180,1379273,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1393,2019/03/28 19:24:00+00
10181,1379274,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1298,2019/04/05 19:50:00+00
10182,1379275,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0603,2019/03/27 14:15:00+00
10183,1379277,1212,0,ROBBERY,215(A) PC CARJACKING,4,4B,0969,2019/04/14 10:15:00+00
10184,1379279,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0726,2019/03/27 07:46:00+00
10185,1379280,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1639,2019/04/03 02:30:00+00
10186,1379282,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1386,2019/04/05 22:00:00+00
10187,1379284,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2019/03/28 19:00:00+00
10188,1379285,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1084,2019/04/06 22:01:00+00
10189,1379286,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0734,2019/03/26 04:30:00+00
10190,1379287,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0905,2019/04/03 23:30:00+00
10191,1379288,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0626,2019/04/04 13:30:00+00
10192,1379289,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0514,2019/02/21 00:07:00+00
10193,1379290,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1361,2019/03/28 19:40:00+00
10194,1379291,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0851,2019/04/02 00:30:00+00
10195,1379292,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2019/03/28 20:26:00+00
10196,1379293,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2019/03/28 19:35:00+00
10197,1379295,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0851,2019/04/06 21:00:00+00
10198,1379296,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1393,2019/03/28 19:52:00+00
10199,1379297,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0401,2019/04/05 08:00:00+00
10200,1379298,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5C,1635,2019/04/05 08:00:00+00
10201,1379299,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0888,2019/04/05 07:30:00+00
10202,1379300,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,1206,2019/04/06 07:20:00+00
10203,1379301,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0115,2019/04/08 18:55:00+00
10204,1379302,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1647,2019/03/28 22:24:00+00
10205,1379303,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4C,1262,2019/04/14 06:07:00+00
10206,1379305,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0221,2019/04/08 20:00:00+00
10207,1379306,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1371,2019/03/28 20:30:00+00
10208,1379308,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0825,2019/04/09 22:10:00+00
10209,1379309,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0742,2019/04/04 20:35:00+00
10210,1379311,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1034,2019/04/04 21:30:00+00
10211,1379312,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0406,2019/04/12 00:00:00+00
10212,1379315,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0706,2019/04/14 17:49:00+00
10213,1379317,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0776,2019/04/14 03:45:00+00
10214,1379321,2999,34,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,3,3M,0734,2019/04/13 20:50:00+00
10215,1379323,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,0522,2019/04/14 05:13:00+00
10216,1379324,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0504,2019/04/09 17:58:00+00
10217,1379325,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1284,2019/04/04 17:00:00+00
10218,1379326,2310,0,LARCENY,1708 US THEFT OF MAIL,2,2B,0532,2019/04/09 14:56:00+00
10219,1379327,5299,119,WEAPON OFFENSE,22810(A) FEL POSS TEARGAS-FEL,2,2B,0553,2019/04/14 17:45:00+00
10220,1379328,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1607,2019/03/20 22:10:00+00
10221,1379333,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0620,2019/04/05 19:30:00+00
