FID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
8325,1233127,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0563,2017/03/22 14:00:00
8326,1233129,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0444,2017/03/21 09:59:59
8327,1233130,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,1153,2017/03/09 10:15:59
8328,1233131,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1393,2017/03/22 06:00:00
8329,1233132,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6C,1111,2017/03/20 23:00:59
8330,1233133,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3M,0731,2017/03/22 11:58:00
8331,1233134,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0567,2017/03/22 09:59:59
8332,1233135,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0522,2017/03/14 22:11:00
8333,1233136,2099,9,ARSON,452(D)PC CAUSE FIRE OF PROPERT,4,4A,0925,2017/02/27 13:50:00
8334,1233139,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3A,0701,2017/03/22 13:08:00
8335,1233140,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0552,2017/03/22 05:00:00
8336,1233141,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,2017/03/22 15:00:00
8337,1233142,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0223,2017/03/15 20:42:00
8338,1233145,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0506,2017/03/17 14:19:00
8339,1233146,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1C,0429,2017/03/17 14:36:59
8340,1233148,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0406,2017/03/18 02:39:00
8341,1233150,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1334,2017/03/09 06:00:00
8342,1233153,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0785,2017/03/22 09:59:59
8343,1233156,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5B,1359,2017/03/18 11:00:00
8344,1233157,5005,4,OBST JUDICIARY,166(C)(1) VIOL PROTECT ORDER,2,2B,0526,2017/03/22 20:50:00
8345,1233161,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0232,2017/03/22 05:05:00
8346,1233236,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6D,0855,2017/03/21 03:14:59
8347,1232998,1212,0,ROBBERY,215(A) PC CARJACKING,4,4B,1356,2017/03/21 13:40:00
8348,1233237,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1286,2017/03/18 17:00:00
8349,1233000,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,1343,2017/03/21 00:35:00
8350,1233238,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0908,2017/03/16 20:44:00
8351,1233001,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6A,1013,2017/03/21 14:29:00
8352,1233239,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3A,0715,2017/03/09 08:00:00
8353,1233004,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1612,2017/03/20 05:00:00
8354,1233005,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0843,2017/03/07 14:29:59
8355,1233241,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0429,2017/03/20 03:59:59
8356,1233006,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,1623,2017/03/21 23:29:59
8357,1233242,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6E,1102,2017/03/22 00:55:00
8358,1233007,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6B,1084,2017/03/10 22:30:00
8359,1233243,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2C,0603,2017/03/22 05:26:00
8360,1233010,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0736,2017/03/10 23:19:59
8361,1233244,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,1,1C,0428,2017/03/03 15:59:59
8362,1233012,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,1522,2017/03/14 05:50:00
8363,1233245,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5A,1396,2017/03/22 08:10:00
8364,1233013,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4B,1356,2017/03/14 06:00:00
8365,1233246,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,0876,2017/03/22 08:29:59
8366,1233014,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0932,2017/03/14 03:59:59
8367,1233015,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0726,2017/03/11 03:59:59
8368,1233019,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,0969,2017/03/14 23:29:59
8369,1233020,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0734,2017/03/14 11:48:59
8370,1233022,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0115,2017/03/15 18:10:00
8371,1233025,2205,4,BURGLARY,459.5 BURGLARY SHOPLIFT > $950,4,4A,0905,2017/03/21 21:51:00
8372,1233028,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,3,3B,0786,2017/03/21 11:48:59
8373,1233029,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1301,2017/01/20 12:59:59
8374,1233030,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3A,0706,2017/03/19 23:00:00
8375,1233033,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6A,1051,2017/03/22 01:30:00
8376,1233034,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1443,2017/03/21 20:50:00
8377,1233048,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0723,2017/03/17 13:40:00
8378,1233052,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1616,2017/03/20 13:15:00
8379,1233053,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,0611,2017/03/21 12:24:59
8380,1233058,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0731,2017/03/20 15:40:00
8381,1233061,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0965,2017/03/19 21:30:00
8382,1233063,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6D,0861,2017/03/20 17:00:00
8383,1233067,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,0224,2017/03/12 10:15:00
8384,1233248,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0957,2017/03/22 09:59:59
8385,1233249,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1B,0411,2017/03/22 06:00:00
8386,1233251,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,1087,2017/03/22 14:58:59
8387,1233252,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,2,2A,0514,2017/03/21 07:44:59
8388,1233255,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0605,2017/03/18 03:00:00
8389,1233256,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0506,2017/03/22 20:23:59
8390,1233257,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1344,2017/03/22 22:30:00
8391,1233259,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,4,4A,0916,2017/03/13 23:00:00
8392,1233260,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0406,2017/03/22 20:29:59
8393,1233261,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6E,1116,2017/03/22 18:30:00
8394,1233263,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3M,0735,2017/03/22 23:13:00
8395,1233264,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1088,2017/03/23 05:16:00
8396,1233266,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1251,2017/03/22 17:00:00
8397,1233268,2699,4,FRAUD,532 PC FRAUD OBTAIN MONEY ETC,5,5C,1606,2017/03/23 00:40:00
8398,1233269,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3A,0704,2017/03/23 04:12:00
8399,1233270,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0553,2017/03/23 03:32:00
8400,1233273,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4A,0923,2017/03/22 20:29:59
8401,1234092,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0877,2017/03/23 06:59:59
8402,1233804,3532,1,DANGEROUS DRUG,11351 HS POSS/SALE COCAINE,5,5C,1653,2017/03/24 05:05:00
8403,1234094,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0422,2017/03/26 06:59:59
8404,1233805,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0233,2017/03/16 19:12:00
8405,1234095,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1604,2017/03/25 18:30:00
8406,1233806,5404,17,TRAFFIC,23152(F) DUI ALCOHOL AND DRUGS,3,3M,0744,2017/03/24 06:35:00
8407,1234096,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2B,0553,2017/02/28 22:20:00
8408,1233807,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0908,2017/03/16 19:44:59
8409,1234097,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1252,2017/03/15 02:00:00
8410,1233808,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0768,2017/03/24 07:09:00
8411,1234098,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,4,4B,0958,2017/03/26 04:33:00
8412,1233809,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1402,2017/03/24 07:25:59
8413,1234099,1212,0,ROBBERY,215(A) PC CARJACKING,6,6C,1405,2017/03/26 01:15:59
8414,1234398,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,3,3A,0701,2017/03/28 07:38:00
8415,1233886,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3M,0731,2017/03/26 01:30:00
8416,1233810,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0748,2017/03/24 07:54:00
8417,1233811,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0746,2017/03/22 15:56:59
8418,1233812,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0735,2017/03/24 17:00:59
8419,1233813,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0763,2017/03/23 06:27:59
8420,1233814,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0546,2017/03/24 17:58:00
8421,1233815,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0449,2017/03/24 11:45:00
8422,1233816,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,2,2B,0553,2017/03/24 23:29:00
8423,1233817,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,2,2C,0602,2017/03/25 03:49:59
8424,1233819,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0563,2017/03/25 00:43:00
8425,1233820,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1A,0106,2017/03/25 01:11:00
8426,1233827,5309,02,PUBLIC PEACE,653X(A) MISUSE 911 EMERGENCY,5,5C,1639,2017/03/25 05:58:59
8427,1233829,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5A,1363,2017/03/25 08:51:00
8428,1233831,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,4,4B,1351,2017/03/25 08:55:59
8429,1233832,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,5,5C,1623,2017/03/25 09:40:00
8430,1233836,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0606,2017/03/25 05:00:00
8431,1233843,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1654,2017/03/25 05:00:00
8432,1233845,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,2,2C,0603,2017/03/25 02:02:00
8433,1233848,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,0876,2017/03/16 15:49:59
8434,1233850,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0878,2017/03/16 12:59:59
8435,1233851,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1B,0444,2017/03/15 04:50:00
8436,1233852,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0306,2017/03/17 01:44:59
8437,1233854,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2A,0224,2017/03/25 07:40:00
8438,1233855,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1132,2017/03/25 02:00:00
8439,1233856,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1B,0422,2017/03/25 08:07:59
8440,1233858,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0736,2017/03/17 06:59:59
8441,1233860,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,3,3A,0765,2017/03/25 08:55:59
8442,1233862,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0721,2017/03/17 09:00:00
8443,1233863,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0620,2017/03/17 04:40:00
8444,1233864,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0856,2017/03/17 14:10:00
8445,1233865,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,2017/03/17 17:00:00
8446,1233866,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0344,2017/03/09 15:30:00
8447,1233867,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0136,2017/03/17 01:50:00
8448,1233868,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0926,2017/02/16 15:14:59
8449,1233869,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0932,2017/03/11 16:34:59
8450,1233870,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1654,2017/03/20 00:59:59
8451,1233871,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1286,2017/03/14 02:00:00
8452,1233872,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1616,2017/03/20 04:30:00
8453,1233873,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0876,2017/03/25 05:00:00
8454,1233874,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0861,2017/03/20 14:15:00
8455,1233875,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0923,2017/03/18 08:00:00
8456,1233876,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1286,2017/03/20 06:59:59
8457,1233877,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1015,2017/03/24 14:57:00
8458,1233880,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0841,2017/03/19 06:04:59
8459,1233885,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0531,2017/03/15 06:00:00
8460,1233963,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0233,2017/03/21 02:29:59
8461,1234022,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0301,2017/03/18 00:59:59
8462,1234280,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0619,2017/03/25 02:50:00
8463,1234192,2399,3,THEFT,485 PC PETTY THFT LOST PROP-M,6,6D,0851,2017/03/27 00:30:59
8464,1233964,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6B,1401,2017/03/13 22:20:00
8465,1234193,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5A,1391,2017/03/27 01:24:00
8466,1234400,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6B,1421,2017/03/28 07:25:00
8467,1234284,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0333,2017/03/21 00:59:59
8468,1234102,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,6,6D,0811,2017/03/25 20:36:59
8469,1234023,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,0855,2017/03/20 06:00:00
8470,1233889,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0736,2017/03/25 08:25:00
8471,1234401,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0436,2017/03/27 18:59:59
8472,1234197,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,0567,2017/03/25 06:59:59
8473,1234024,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0626,2017/03/22 01:30:00
8474,1233965,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0614,2017/01/26 06:59:59
8475,1234104,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,4,4C,1264,2017/03/26 20:00:59
8476,1234286,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0411,2017/03/25 23:38:00
8477,1234105,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1264,2017/03/26 20:26:59
8478,1234200,2399,32,LARCENY,487(D)(2) GRAND THFT GUN <$950,5,5C,1637,2017/03/27 03:43:00
8479,1234025,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6B,1084,2017/03/18 07:05:00
8480,1233966,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0614,2017/01/22 20:42:00
8481,1233892,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,4,4C,1225,2017/03/25 18:55:00
8482,1234402,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,0736,2017/03/28 09:16:00
8483,1234291,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,4,4A,0936,2017/03/22 22:18:00
8484,1234107,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,2,2A,0503,2017/03/26 03:00:00
8485,1234201,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0475,2017/03/27 02:29:59
8486,1234026,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0746,2017/03/26 06:30:00
8487,1233967,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,1253,2017/03/19 09:00:00
8488,1233900,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,2,2B,0525,2017/03/25 01:38:00
8489,1234403,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0707,2017/03/25 20:00:00
8490,1234293,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6C,1111,2017/03/25 21:32:00
8491,1234108,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,3,3A,0721,2017/03/26 09:48:00
8492,1234202,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1053,2017/03/25 20:42:00
8493,1234027,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0846,2017/02/21 18:00:00
8494,1233968,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1011,2017/03/18 06:59:59
8495,1233901,1315,39,AGG ASSAULT,245(A)(4)AWDW-FORCE ONLY,3,3A,0706,2017/03/25 21:19:00
8496,1233903,2399,0,THEFT,22435.2(A) BP POSS SHOP CART,5,5A,1391,2017/03/26 00:17:59
8497,1233904,5499,05,TRAFFIC,23110(B) VC THROW AT VEH W/INT,3,3A,0712,2017/03/25 22:30:00
8498,1233905,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0501,2017/03/25 16:21:59
8499,1233909,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0732,2017/03/23 21:17:59
8500,1233910,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0746,2017/03/24 08:48:59
8501,1233912,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1443,2017/03/24 21:30:00
8502,1233914,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6C,1143,2017/03/25 06:43:59
8503,1233917,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1C,0447,2017/03/25 04:20:00
8504,1233921,5299,119,WEAPON OFFENSE,22810(A) FEL POSS TEARGAS-FEL,6,6D,0822,2017/03/25 21:26:00
8505,1233922,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1036,2017/03/25 21:52:00
8506,1233923,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1015,2017/03/25 22:59:00
8507,1233924,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3B,0716,2017/03/25 23:39:59
8508,1233925,3699,20,SEX REGISTRATI,290.013 FAIL TO REG-CHG ADDR,2,2A,0222,2017/03/26 00:24:59
8509,1233927,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1391,2017/03/16 07:40:00
8510,1233928,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1635,2017/03/16 17:32:00
8511,1233930,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0803,2017/03/18 03:59:59
8512,1233931,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1253,2017/03/18 09:59:59
8513,1233932,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6D,0841,2017/03/16 22:20:00
8514,1233934,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1623,2017/03/17 18:59:59
8515,1233935,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1293,2017/03/13 05:00:00
8516,1233936,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1422,2017/03/17 03:59:59
8517,1233937,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2C,0604,2017/03/03 06:59:59
8518,1233938,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0841,2017/03/19 08:29:59
8519,1233939,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0923,2017/03/14 08:39:59
8520,1233940,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1124,2017/03/10 18:14:59
8521,1233941,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0736,2017/03/17 11:29:59
8522,1233942,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0327,2017/03/06 10:15:00
8523,1233943,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0841,2017/03/14 03:32:00
8524,1233944,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0841,2017/03/16 14:26:59
8525,1233945,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1624,2017/03/05 07:47:00
8526,1233946,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1B,0478,2017/03/20 18:40:00
8527,1233947,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0861,2017/03/17 18:53:00
8528,1233948,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0508,2017/03/20 08:00:00
8529,1233949,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2017/03/20 21:00:00
8530,1233951,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0507,2017/03/18 06:00:00
8531,1233952,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0737,2017/03/14 17:02:00
8532,1233953,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0772,2017/03/07 07:25:00
8533,1233954,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6C,1132,2017/03/21 05:45:00
8534,1233955,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0742,2017/03/17 00:00:00
8535,1233957,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0602,2017/03/21 04:30:00
8536,1233958,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0877,2017/03/21 03:00:00
8537,1233959,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0411,2017/03/21 03:20:00
8538,1233960,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1287,2017/03/16 23:29:59
8539,1233961,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0956,2017/03/21 14:25:00
8540,1233962,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,2017/03/18 00:45:00
8541,1234109,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2C,0603,2017/03/26 07:27:00
8542,1234404,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0304,2017/03/28 00:00:00
8543,1234110,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,0969,2017/03/19 00:26:00
8544,1234028,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,1623,2017/03/13 21:00:00
8545,1234294,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1C,0426,2017/03/27 17:39:59
8546,1234029,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0845,2017/03/23 18:36:59
8547,1233969,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0612,2017/03/21 15:00:00
8548,1234111,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6B,1017,2017/03/26 03:00:00
8549,1234405,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0567,2017/03/20 18:24:00
8550,1234203,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0556,2017/03/27 00:59:59
8551,1234295,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6C,1111,2017/01/02 23:39:59
8552,1234030,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0505,2017/03/20 00:45:00
8553,1234406,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1653,2017/03/24 15:20:00
8554,1234112,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1C,0447,2017/03/25 08:19:59
8555,1233970,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0725,2017/03/21 15:55:00
8556,1234204,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0724,2017/03/24 23:00:00
8557,1234296,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0508,2017/03/23 18:07:00
